invoice_number,vendor,charge_type,amount,detected_variance,can_send_dispute,true_class,actual_leakage,is_actionable,gate_reason
INV-BLIND-10019,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,400.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10020,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10021,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10022,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,1050.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10023,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10024,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,1150.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10025,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10026,DP World Logistics,OCEAN_FREIGHT,3180.0,2250.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10027,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10028,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,1150.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10029,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10030,CMA CGM,OCEAN_FREIGHT,3150.0,2230.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10031,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10032,Maersk Line,OCEAN_FREIGHT,3200.0,1100.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10033,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10034,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10035,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,2200.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10036,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10037,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10038,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,400.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10039,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10040,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10041,Maersk Line,OCEAN_FREIGHT,3200.0,2250.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10042,DP World Logistics,OCEAN_FREIGHT,3180.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10043,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10044,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,1050.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10045,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10046,Maersk Line,OCEAN_FREIGHT,3200.0,1100.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10047,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10048,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10049,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,1050.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10050,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10051,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10052,CMA CGM,OCEAN_FREIGHT,3150.0,350.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10053,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10054,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10055,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10056,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10057,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10058,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10059,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,2320.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10060,DP World Logistics,OCEAN_FREIGHT,3180.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10061,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10062,CMA CGM,OCEAN_FREIGHT,3150.0,350.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10063,DP World Logistics,OCEAN_FREIGHT,3180.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10064,CMA CGM,OCEAN_FREIGHT,3150.0,350.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10065,Maersk Line,OCEAN_FREIGHT,3200.0,2250.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10066,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10067,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10068,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10069,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10070,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10071,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10072,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10073,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,2200.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10074,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10075,CMA CGM,OCEAN_FREIGHT,3150.0,1070.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10076,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10077,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10078,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10079,DP World Logistics,OCEAN_FREIGHT,3180.0,360.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10080,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10081,CMA CGM,OCEAN_FREIGHT,3150.0,350.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10082,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10083,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10084,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10085,DP World Logistics,OCEAN_FREIGHT,3180.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10086,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10087,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10088,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10089,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10090,CMA CGM,OCEAN_FREIGHT,3150.0,2230.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10091,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10092,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10093,DP World Logistics,OCEAN_FREIGHT,3180.0,1090.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10094,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,400.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10095,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10096,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10097,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,1150.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10098,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10099,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10100,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10101,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10102,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10103,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10104,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,2320.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10105,DP World Logistics,OCEAN_FREIGHT,3180.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10106,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10107,CMA CGM,OCEAN_FREIGHT,3150.0,350.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10108,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10109,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10110,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10111,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10112,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10113,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10114,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10115,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10116,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10117,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10118,DP World Logistics,OCEAN_FREIGHT,3180.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10119,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10120,DP World Logistics,OCEAN_FREIGHT,3180.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10121,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10122,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,1150.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10123,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10124,DP World Logistics,OCEAN_FREIGHT,3180.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10125,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10126,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10127,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10128,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,1150.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10129,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,400.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10130,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10131,DP World Logistics,OCEAN_FREIGHT,3180.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10132,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,1050.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10133,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,2320.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10134,DP World Logistics,OCEAN_FREIGHT,3180.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10135,DP World Logistics,OCEAN_FREIGHT,3180.0,1090.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10136,Hapag-Lloyd,OCEAN_FREIGHT,3300.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10137,Evergreen Marine,OCEAN_FREIGHT,3050.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10138,CMA CGM,OCEAN_FREIGHT,3150.0,1070.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10139,Maersk Line,OCEAN_FREIGHT,3200.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10140,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10141,ONE (Ocean Network Express),OCEAN_FREIGHT,3250.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
INV-BLIND-10142,MSC Mediterranean Shipping,OCEAN_FREIGHT,3100.0,350.0,False,CLEAN_MATCH,0.0,False,Incomplete cross-document evidence: Secondary document verification missing.
INV-BLIND-10143,CMA CGM,OCEAN_FREIGHT,3150.0,0.0,False,CLEAN_MATCH,0.0,False,Immaterial variance ($0.00 < $50.00 threshold). Suppressed to avoid vendor friction.
